viewer_id,age,gender,city,country,subscription_tier,preferred_genre,join_date
459,37,M,São Paulo,Brazil,premium,Comedy,2025-01-12
460,39,F,New York,USA,premium,Sci-Fi,2024-10-22
461,40,M,London,UK,standard,Action,2022-06-05
462,39,Non-binary,Berlin,Germany,standard,Sci-Fi,2023-07-14
463,46,F,São Paulo,Brazil,standard,Thriller,2024-02-08
464,45,M,Berlin,Germany,free,Thriller,2023-08-28
465,33,Non-binary,London,UK,free,Drama,2022-11-12
466,42,Non-binary,New York,USA,premium,Comedy,2023-10-11
467,41,M,London,UK,free,Drama,2024-06-29
468,41,F,London,UK,free,Sci-Fi,2023-01-19
469,45,F,Berlin,Germany,free,Sci-Fi,2022-07-03
470,40,Non-binary,London,UK,premium,Thriller,2023-10-27
471,42,M,Tokyo,Japan,standard,Comedy,2022-06-23
472,64,Non-binary,São Paulo,Brazil,premium,Thriller,2022-12-14
473,61,F,New York,USA,free,Drama,2023-09-09
474,35,F,New York,USA,free,Action,2024-06-09
475,35,F,Tokyo,Japan,standard,Sci-Fi,2024-01-10
476,34,M,Sydney,Australia,premium,Thriller,2023-02-05
477,47,M,New York,USA,standard,Sci-Fi,2024-03-21
478,39,Non-binary,Berlin,Germany,standard,Comedy,2023-11-17
479,45,Non-binary,New York,USA,standard,Drama,2023-02-16
480,48,F,New York,USA,standard,Drama,2023-08-20
481,62,Non-binary,Sydney,Australia,premium,Action,2023-10-30
482,42,F,Berlin,Germany,standard,Sci-Fi,2025-02-28
483,30,Non-binary,New York,USA,premium,Thriller,2022-02-25
484,64,F,São Paulo,Brazil,standard,Drama,2022-05-22
485,44,Non-binary,Sydney,Australia,free,Drama,2023-05-11
486,34,Non-binary,New York,USA,premium,Comedy,2024-02-12
487,22,F,Sydney,Australia,premium,Comedy,2024-12-30
488,50,Non-binary,Berlin,Germany,premium,Sci-Fi,2024-01-07
489,62,Non-binary,London,UK,free,Action,2023-12-29
490,28,Non-binary,Mumbai,India,premium,Comedy,2023-11-11
491,45,M,Mumbai,India,free,Drama,2023-03-31
492,50,Non-binary,São Paulo,Brazil,standard,Drama,2024-03-12
493,47,Non-binary,New York,USA,standard,Sci-Fi,2024-09-15
494,24,F,Berlin,Germany,free,Sci-Fi,2022-10-18
495,40,F,Lagos,Nigeria,standard,Action,2024-12-03
496,48,F,Sydney,Australia,free,Comedy,2024-07-15
497,38,M,Tokyo,Japan,free,Sci-Fi,2022-02-16
498,39,Non-binary,London,UK,premium,Action,2023-05-15
499,51,M,New York,USA,standard,Thriller,2024-05-23
500,47,M,Berlin,Germany,premium,Action,2023-01-17
501,58,Non-binary,Berlin,Germany,standard,Sci-Fi,2023-02-09
502,46,Non-binary,Berlin,Germany,standard,Sci-Fi,2023-03-16
503,31,F,London,UK,premium,Sci-Fi,2025-01-04
504,29,F,Lagos,Nigeria,free,Comedy,2022-08-22
505,34,Non-binary,Sydney,Australia,premium,Drama,2024-03-06
506,57,F,London,UK,standard,Drama,2024-07-26
507,57,M,Tokyo,Japan,premium,Thriller,2022-06-23
508,61,M,Lagos,Nigeria,free,Action,2023-09-18
509,25,M,Lagos,Nigeria,premium,Action,2024-11-12
510,42,F,New York,USA,premium,Comedy,2024-05-16
511,29,F,New York,USA,premium,Action,2024-09-29
512,36,M,New York,USA,standard,Comedy,2022-04-20
513,40,M,Sydney,Australia,free,Action,2024-02-26
514,53,Non-binary,Sydney,Australia,standard,Comedy,2024-05-01
515,63,F,Sydney,Australia,free,Sci-Fi,2022-03-05
516,32,F,Mumbai,India,standard,Action,2025-01-06
517,36,M,Sydney,Australia,premium,Comedy,2025-01-30
518,50,M,London,UK,standard,Thriller,2024-01-22
519,52,M,Sydney,Australia,premium,Action,2024-05-20
520,24,Non-binary,São Paulo,Brazil,standard,Sci-Fi,2024-07-10
521,34,F,London,UK,standard,Sci-Fi,2023-05-01
522,31,Non-binary,Lagos,Nigeria,premium,Thriller,2024-05-26
523,28,Non-binary,New York,USA,free,Action,2022-05-02
524,54,F,Tokyo,Japan,premium,Thriller,2022-12-11
525,38,Non-binary,Tokyo,Japan,standard,Thriller,2023-07-02
526,50,Non-binary,London,UK,free,Comedy,2022-05-02
527,35,Non-binary,New York,USA,premium,Action,2023-05-27
528,27,Non-binary,Lagos,Nigeria,free,Comedy,2024-09-29
529,27,Non-binary,Tokyo,Japan,premium,Comedy,2024-02-08
530,46,M,London,UK,standard,Thriller,2023-07-24
531,62,F,Sydney,Australia,standard,Drama,2022-01-06
532,64,M,Sydney,Australia,premium,Drama,2022-05-10
533,52,F,São Paulo,Brazil,standard,Action,2024-10-10
534,35,F,Tokyo,Japan,standard,Thriller,2022-09-25
535,54,F,Lagos,Nigeria,premium,Sci-Fi,2022-04-05
536,24,Non-binary,Sydney,Australia,free,Sci-Fi,2022-11-20
537,46,F,Mumbai,India,standard,Action,2022-09-28
538,59,F,New York,USA,standard,Sci-Fi,2024-01-09
539,34,M,Lagos,Nigeria,premium,Action,2022-04-17
540,43,Non-binary,Tokyo,Japan,premium,Action,2024-05-29
541,59,M,London,UK,free,Action,2024-09-03
542,22,M,São Paulo,Brazil,premium,Comedy,2022-01-20
543,18,Non-binary,Lagos,Nigeria,free,Comedy,2022-09-28
544,48,M,São Paulo,Brazil,standard,Sci-Fi,2022-07-29
545,24,F,Lagos,Nigeria,standard,Action,2024-02-23
546,26,Non-binary,New York,USA,free,Thriller,2025-02-27
547,18,Non-binary,New York,USA,standard,Drama,2023-03-13
548,58,Non-binary,New York,USA,standard,Thriller,2024-06-25
549,31,M,London,UK,free,Sci-Fi,2024-02-26
550,40,F,Lagos,Nigeria,free,Action,2023-07-22
551,59,M,São Paulo,Brazil,premium,Thriller,2023-08-07
552,62,M,Tokyo,Japan,free,Thriller,2024-11-09
553,30,Non-binary,Berlin,Germany,standard,Sci-Fi,2023-05-06
554,49,F,London,UK,free,Comedy,2022-05-26
555,51,M,Lagos,Nigeria,standard,Action,2024-03-03
556,54,F,Lagos,Nigeria,premium,Action,2024-08-22
557,22,M,London,UK,free,Drama,2023-03-18
558,20,M,Berlin,Germany,premium,Drama,2024-10-23
559,44,F,Berlin,Germany,free,Thriller,2025-01-06
560,57,M,Tokyo,Japan,free,Drama,2022-06-11
561,50,M,New York,USA,premium,Drama,2024-03-11
562,55,Non-binary,London,UK,standard,Comedy,2023-05-04
563,21,M,London,UK,standard,Sci-Fi,2024-07-17
564,57,Non-binary,Mumbai,India,standard,Action,2022-09-02
565,18,Non-binary,New York,USA,premium,Sci-Fi,2022-12-02
566,49,F,Tokyo,Japan,free,Drama,2022-09-17
567,35,Non-binary,London,UK,free,Drama,2024-05-29
568,35,Non-binary,London,UK,standard,Thriller,2022-06-07
569,49,F,Lagos,Nigeria,free,Comedy,2022-12-08
570,41,M,Tokyo,Japan,free,Thriller,2022-08-25
571,32,Non-binary,Mumbai,India,free,Sci-Fi,2023-05-16
572,20,F,Lagos,Nigeria,standard,Action,2023-01-02
573,20,Non-binary,Berlin,Germany,free,Drama,2023-05-24
574,44,Non-binary,Lagos,Nigeria,standard,Sci-Fi,2024-02-03
575,25,Non-binary,Mumbai,India,free,Action,2024-11-22
576,20,F,London,UK,standard,Drama,2023-09-29
577,38,M,Sydney,Australia,free,Drama,2023-02-15
578,36,Non-binary,Tokyo,Japan,premium,Thriller,2023-05-12
579,47,F,Sydney,Australia,free,Thriller,2023-05-18
580,27,M,Berlin,Germany,free,Action,2025-01-14
581,40,Non-binary,Mumbai,India,standard,Sci-Fi,2024-02-10
582,64,F,London,UK,free,Thriller,2023-05-03
583,44,F,Mumbai,India,free,Drama,2022-07-10
584,20,M,Berlin,Germany,premium,Drama,2024-07-27
585,23,Non-binary,London,UK,premium,Action,2024-03-18
586,22,Non-binary,Mumbai,India,standard,Action,2023-04-30
587,36,F,Lagos,Nigeria,standard,Drama,2023-10-14
588,46,F,São Paulo,Brazil,free,Action,2022-10-06
589,55,M,New York,USA,free,Action,2024-07-09
590,47,F,Berlin,Germany,free,Thriller,2024-01-04
591,31,F,Tokyo,Japan,standard,Drama,2022-09-03
592,23,M,Tokyo,Japan,premium,Thriller,2022-03-24
593,31,F,New York,USA,free,Action,2023-12-30
594,43,Non-binary,Mumbai,India,premium,Drama,2023-06-17
595,29,M,Berlin,Germany,standard,Thriller,2025-01-31
596,33,M,Sydney,Australia,free,Action,2022-09-06
597,18,M,São Paulo,Brazil,free,Action,2024-03-31
598,41,Non-binary,London,UK,premium,Thriller,2023-06-15
599,22,M,London,UK,free,Comedy,2022-09-21
600,23,F,London,UK,free,Comedy,2022-04-14
